0,0,0
1,0.0,0.0
C,-0.2768571376800537,1.1392791271209717
CF,0.056833334267139435,0.6339867115020752
FC(C(C(F)(F)F)(F)F)F,0.39100000262260437,0.5812817215919495
FCC(F)F,0.5130000114440918,1.079194188117981
FC(C(F)(F)F)(Cl)F,0.5429999828338623,0.8747788071632385
CCF,0.5913333296775818,1.1690025329589844
FC(C(F)(F)F)C(C(F)(F)F)F,0.8429999947547913,0.8985024094581604
CC(F)(F)C,0.9144999980926514,0.9575297236442566
CC=C,0.9459999799728394,1.3431899547576904
CC(Cl)(F)F,1.0809999704360962,1.1517223119735718
C1CC1,1.3140000104904175,1.929735541343689
C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1.350000023841858,1.2604670524597168
FC(COCC(F)(F)F)(F)F,1.3596667051315308,1.454205870628357
FC(C(F)(F)F)OC(Cl)(F)F,1.3650000095367432,1.278371810913086
O1CC1,1.371000051498413,1.979448914527893
OC(C(F)(F)F)C(F)(F)F,1.388857126235962,1.455162763595581
FC(C(Cl)(F)F)(Cl)F,1.4270000457763672,1.480979084968567
CCO,1.4956110715866089,1.8763710260391235
CCC#C,1.5199999809265137,1.5860517024993896
COC(C(F)(F)F)C(F)(F)F,1.5204999446868896,1.432681918144226
C=CC=C,1.5429999828338623,1.7716193199157715
C=COCC(F)(F)F,1.600000023841858,1.6442257165908813
FC(Cl)Cl,1.6139999628067017,1.694449543952942
CCN,1.6718332767486572,1.7276551723480225
COC(C)C,1.7999999523162842,1.902510643005371
BrC=C,1.8459999561309814,1.9030752182006836
CN(=O)=O,1.8871817588806152,1.8899412155151367
COCOC,1.8940000534057617,1.9080606698989868
C=CC(C)C,1.9253333806991577,1.8605921268463135
OCC(C(F)F)(F)F,1.9490000009536743,2.092075824737549
C=CCC=C,2.010999917984009,2.0004425048828125
CC(C(F)(F)F)(C(F)(F)F)O,2.0339999198913574,1.4487782716751099
CCCC=C,2.042142868041992,2.073899745941162
CSC,2.1040000915527344,2.0076775550842285
CCS,2.1103334426879883,2.1619088649749756
CCN(C)C,2.125,2.426119327545166
C[C@H]1O[C@@H]1C,2.140000104904175,2.309340238571167
CCCCC,2.162062406539917,2.1541366577148438
FC(C(Cl)(F)F)(Cl)Cl,2.1882500648498535,2.2503180503845215
CCC(=O)C(=O)C,2.2090001106262207,2.9412975311279297
FC(C(Cl)(F)F)Br,2.2100000381469727,2.281918525695801
FC1(F)C(F)(F)C(C1(F)Cl)(F)Cl,2.2139999866485596,2.772012710571289
FC(C(Br)(F)F)Cl,2.2269999980926514,2.289254903793335
C/C=C/C=C,2.25,2.5939292907714844
C=CC1CO1,2.256999969482422,2.166623115539551
CCCC=O,2.2699999809265137,2.3760149478912354
CC(C(Cl)(F)F)Cl,2.2799999713897705,2.2335007190704346
Fc1c(F)c(F)c(c(c1F)F)F,2.389125108718872,1.6545625925064087
CCC(N)C,2.4100000858306885,2.3271000385284424
FC(C(Cl)(F)F)(C(Cl)(F)F)Cl,2.4200000762939453,2.268904209136963
CCCOC=O,2.434999942779541,2.4833874702453613
OCCC=C,2.441999912261963,2.6962852478027344
ClC(Cl)Cl,2.4787778854370117,2.424995183944702
CC(N)(C)C,2.493000030517578,2.0219128131866455
C=CC(=C)Cl,2.513000011444092,2.2987477779388428
CCCCC#C,2.5185000896453857,2.4000606536865234
CCC(Cl)C,2.5399999618530273,2.306912899017334
FC(C(Cl)(Cl)F)Cl,2.5399999618530273,2.63564133644104
CCCC(=C)C,2.5880000591278076,2.45666766166687
COC(=O)C(C)C,2.635999917984009,2.6184842586517334
CCCS,2.6414999961853027,2.616176128387451
C[SiH](O[SiH](C)C)C,2.6480000019073486,2.6401278972625732
O=CCC(C)C,2.6489999294281006,2.6402454376220703
COCC(O)C,2.6549999713897705,2.7306792736053467
CCC#CCC,2.6589999198913574,2.4208290576934814
CC(C(=O)O)C,2.6700000762939453,2.516740322113037
OCC1CC1,2.674999952316284,2.939493417739868
CCOC(C)(C)C,2.6797499656677246,2.3761987686157227
C/C=C/C(=O)O,2.7260000705718994,3.052821397781372
CC(OC=O)CC,2.7300000190734863,2.614893913269043
OCCOCC,2.790299892425537,3.327465772628784
CC(C(C)C)O,2.7929999828338623,2.7087769508361816
CCCOC(=O)C,2.8324167728424072,2.8523452281951904
CCOC(=O)CC,2.8423635959625244,2.7187130451202393
COC(C(Cl)Cl)(F)F,2.864000082015991,2.7715487480163574
CC(=C)C(=O)O,2.869999885559082,2.5540764331817627
CC1CS1,2.869999885559082,2.9606878757476807
CC=CC=CC,2.88100004196167,2.5345993041992188
CC(C(C)(C)C)C,2.883500099182129,2.631767749786377
C1CCCN1,2.884999990463257,2.8303771018981934
CC(NC(C)C)C,2.8929998874664307,2.8514442443847656
CC(OC(C)(C)C)C,2.8959999084472656,2.7135422229766846
CCCC(=O)OC,2.9030001163482666,2.7974257469177246
CC(=O)N,2.9075000286102295,2.475008487701416
Cn1cccc1,2.9230000972747803,3.4027483463287354
CC(=O)C(C)(C)C,2.927999973297119,2.850895881652832
CCC(Br)C,2.933000087738037,2.7360146045684814
CCCCOC=O,2.947000026702881,2.872558832168579
