E,S,A,B,L,group,E,S,A,B,L,group,E,S,A,B,L,group
0.074381225,0.10370789,0.038842052,0.06657112,0.2407544,training,0.08692413,0.13582769,0.0328009,0.08083128,0.2937302,valid,0.08809212,0.12521556,0.048359044,0.07520135,0.26243892,test
