E,S,A,B,L,group,E,S,A,B,L,group,E,S,A,B,L,group
0.10563012422456382,0.15644348800681132,0.07681278354551314,0.10042750742358854,0.3868682841949057,training,0.135076971727592,0.2526276305532178,0.06726793849546495,0.12849773352012017,0.43376335057536636,valid,0.13214430595928356,0.20117385641066657,0.11364232675528338,0.11502445222080177,0.40425192541608734,test
